  0 62	1
  0 166	1
  0 199	1
  1 62	1
  1 81	1
  1 182	1
  1 246	1
  1 319	1
  3 57	1
  3 90	1
  3 317	1
  4 57	1
  4 62	1
  4 246	1
  5 131	1
  5 257	1
  8 348	1
  9 73	1
  9 109	1
  10 74	1
  10 185	1
  12 139	1
  14 105	1
  14 210	1
  15 28	1
  17 11	1
  17 35	1
  17 62	1
  17 182	1
  17 230	1
  17 352	1
  18 55	1
  18 131	1
  19 1	1
  19 229	1
  19 246	1
  19 270	1
  20 88	1
  21 148	1
  21 158	1
  21 193	1
  22 2	1
  22 26	1
  22 62	1
  22 90	1
  22 135	1
  22 331	1
  25 170	1
  27 282	1
  28 50	1
  28 91	1
  28 123	1
  28 141	1
  28 174	1
  28 189	1
  30 317	1
  31 272	1
  32 62	1
  32 206	1
  34 57	1
  34 226	1
  35 63	1
  36 122	1
  39 2	1
  39 68	1
  39 90	1
  39 100	1
  39 188	1
  39 263	1
  39 317	1
  39 318	1
  40 57	1
  40 62	3
  40 77	1
  40 81	1
  40 166	1
  40 170	1
  40 246	1
  40 273	1
  41 134	1
  41 233	1
  43 193	1
  45 184	1
  46 249	1
  46 346	1
  47 241	1
  49 306	1
  50 258	1
  50 347	1
  52 197	1
  53 81	1
  53 166	1
  54 47	1
  54 205	1
  54 246	1
  56 81	1
  56 89	1
  56 166	2
  56 180	1
  56 325	1
  57 184	1
  57 338	1
  58 199	1
  60 104	1
  60 233	1
  60 268	1
  61 330	1
  62 349	1
  63 230	1
  64 60	1
  64 113	1
  64 161	1
  64 167	1
  64 304	1
  64 346	1
  66 58	1
  67 146	1
  68 101	1
  68 233	1
  69 91	1
  69 212	1
  69 280	1
  69 333	1
  70 9	1
  70 17	1
  70 62	1
  70 90	1
  71 90	1
  71 263	1
  73 38	1
  73 192	1
  73 241	1
  73 246	1
  76 81	1
  76 215	1
  76 246	1
  76 319	1
  78 36	1
  78 62	1
  78 166	1
  78 182	1
  78 207	1
  80 57	1
  80 78	1
  80 90	1
  80 196	1
  80 241	2
  80 317	1
  82 126	1
  82 222	1
  83 133	2
  83 183	1
  83 184	1
  85 62	1
  85 319	1
  87 97	1
  88 68	1
  88 312	1
  89 233	1
  91 89	1
  91 166	1
  94 353	1
  95 62	2
  95 128	1
  95 166	1
  95 182	2
  95 308	2
  98 191	1
  98 292	1
  98 322	1
  100 12	1
  100 61	1
  100 306	1
  101 0	1
  101 161	1
  101 167	1
  103 252	1
  108 73	1
  109 14	1
  109 57	1
  109 62	1
  109 247	1
  109 327	1
  111 134	1
  112 48	1
  112 62	3
  112 77	1
  112 166	2
  112 182	1
  113 68	2
  113 321	1
  113 350	1
  118 219	1
  118 221	1
  118 333	1
  119 143	1
  119 267	1
  124 71	1
  124 170	1
  124 182	1
  124 207	1
  124 215	1
  124 226	1
  124 246	1
  125 258	1
  125 347	1
  126 199	1
  127 3	1
  128 333	1
  129 218	1
  129 243	1
  129 351	1
  130 211	1
  130 345	1
  131 206	1
  134 2	1
  134 26	1
  134 246	1
  134 270	1
  136 136	1
  138 120	1
  140 62	1
  140 166	1
  140 185	1
  140 188	1
  140 203	1
  140 209	1
  140 246	2
  140 317	1
  140 318	1
  141 62	1
  141 77	1
  141 86	1
  141 274	1
  141 307	1
  141 312	1
  146 200	1
  146 206	1
  146 208	1
  149 68	1
  149 290	1
  150 98	1
  154 5	1
  154 23	1
  154 166	1
  155 169	1
  156 255	1
  156 350	1
  159 62	1
  159 80	1
  159 246	1
  160 88	1
  161 70	1
  162 25	1
  162 219	1
  162 344	1
  164 105	1
  165 62	1
  166 29	1
  166 306	1
  167 73	1
  174 152	1
  175 207	1
  177 95	1
  177 312	1
  178 56	1
  181 28	1
  181 172	1
  181 289	1
  184 81	1
  184 116	1
  184 174	1
  184 273	1
  184 286	1
  187 234	1
  187 330	1
  188 55	1
  190 86	1
  190 104	1
  190 213	1
  192 284	1
  192 315	1
  194 107	1
  194 281	1
  194 309	1
  196 56	1
  196 92	1
  196 116	1
  196 120	1
  196 132	1
  196 141	1
  196 174	1
  196 211	1
  196 280	1
  199 57	1
  199 80	1
  199 162	1
  199 207	1
  201 58	1
  201 112	2
  201 117	1
  201 199	1
  201 210	1
  203 119	1
  203 175	1
  203 189	1
  203 206	1
  203 279	1
  203 302	1
  204 278	1
  206 49	1
  209 43	1
  209 189	1
  209 335	1
  210 44	1
  210 224	1
  210 235	1
  210 269	1
  211 27	1
  212 57	1
  212 103	1
  212 246	1
  213 55	1
  213 115	1
  213 131	2
  213 257	1
  214 202	1
  215 86	1
  215 110	2
  215 246	1
  215 325	1
  215 329	1
  216 35	1
  216 62	1
  216 286	1
  216 305	1
  218 272	1
  219 90	1
  219 214	1
  219 304	1
  219 324	1
  220 28	1
  221 299	1
  222 169	1
  223 275	1
  223 351	1
  227 246	1
  227 352	1
  228 215	1
  230 20	1
  231 75	1
  231 298	1
  232 166	1
  232 170	1
  232 263	1
  234 73	2
  234 129	1
  234 294	1
  235 62	1
  235 77	1
  235 81	1
  235 166	1
  235 182	1
  235 238	1
  236 13	1
  236 67	1
  236 92	1
  236 175	1
  236 279	1
  236 314	1
  236 354	1
  237 28	1
  238 84	1
  238 325	1
  241 123	1
  241 189	1
  241 233	2
  241 289	1
  242 73	1
  243 121	1
  244 158	1
  245 203	1
  246 175	1
  246 189	1
  247 306	1
  248 300	1
  249 346	1
  250 29	1
  250 111	1
  250 216	1
  251 48	2
  251 197	1
  251 226	1
  251 238	1
  251 310	1
  251 352	1
  253 87	1
  255 57	1
  256 78	1
  256 194	1
  256 324	1
  257 299	1
  258 8	1
  258 121	1
  258 137	1
  258 164	1
  258 172	1
  258 205	1
  258 280	1
  259 252	1
  261 162	1
  262 272	1
  264 230	1
  265 51	1
  265 204	1
  266 272	1
  267 287	1
  269 241	1
  271 148	1
  271 218	1
  275 137	1
  276 205	1
  278 205	1
  285 48	1
  285 62	1
  285 226	1
  287 64	1
  288 216	1
  290 164	1
  290 172	1
  290 233	1
  290 342	1
  291 160	2
  291 209	1
  293 57	1
  293 200	1
  293 206	1
  294 111	1
  294 123	1
  295 205	1
  297 249	1
  297 320	1
  298 336	1
  299 79	1
  299 246	1
  300 166	1
  300 238	1
  300 292	1
  301 75	1
  301 298	1
  303 346	1
  304 46	1
  304 61	1
  306 220	1
  310 341	1
  311 216	1
  313 57	1
  313 62	2
  313 90	1
  313 205	1
  313 331	1
  314 166	1
  315 56	1
  315 175	1
  315 278	1
  315 333	1
  316 49	1
  317 59	1
  317 67	1
  317 143	1
  319 62	2
  319 81	2
  319 319	2
  320 172	1
  320 303	1
  321 33	1
  321 51	1
  321 59	1
  321 288	1
  322 110	1
  322 188	2
  322 224	1
  322 231	1
  322 311	1
  322 327	1
  323 233	1
  324 26	1
  324 44	1
  324 62	2
  324 144	1
  324 146	1
  324 206	1
  324 238	1
  324 327	1
  326 159	1
  334 292	1
  335 115	1
  336 48	1
  336 62	1
  336 110	1
  336 136	1
  336 238	1
  338 246	1
  338 273	1
  339 80	1
  339 235	1
  339 313	1
  340 33	1
  340 38	1
  340 60	1
  340 243	1
  341 23	1
  341 346	1
  344 40	1
  344 166	1
  344 226	1
  344 273	1
  344 312	1
  347 62	1
  347 307	1
  348 111	1
  352 42	1
  352 50	1
  353 114	1
  353 120	1
  353 126	1
  353 205	1
  353 233	1
  357 151	1
  357 292	1
  361 111	1
  361 315	1
  361 352	1
  362 225	1
  362 312	1
  363 306	1
  364 15	1
  364 201	1
  365 141	1
  366 41	1
  366 51	1
  366 237	1
  366 266	1
  367 97	1
  367 306	1
  368 62	1
  368 230	1
  368 246	1
  368 273	1
  372 172	1
  374 6	1
  374 89	1
  377 142	1
  377 236	1
  377 345	1
  380 183	1
  381 8	1
  381 15	1
  381 242	1
  383 65	1
  383 239	1
  383 246	1
  383 352	1
  384 72	1
  385 91	1
  385 294	1
  385 342	1
  387 207	1
  390 298	1
  392 5	1
  392 148	1
  392 154	1
  392 156	2
  392 275	1
  392 346	1
  393 271	1
  394 216	1
  395 67	1
  395 143	1
  395 161	1
  395 222	1
  395 243	1
  395 346	1
  397 86	1
  397 166	1
  397 180	2
  397 190	1
  397 226	1
  397 230	1
  397 246	1
  397 277	1
  399 35	1
  399 77	1
  399 124	1
  399 238	1
  399 263	1
  399 286	1
  401 81	1
  403 8	1
  403 171	1
  404 207	2
  405 305	1
  408 329	1
  410 204	1
  410 234	1
  410 279	1
  410 280	1
  410 314	1
  410 328	1
  411 193	1
  413 34	1
  414 4	1
  414 67	1
  414 200	2
  414 208	1
  416 126	1
  419 195	1
  419 238	1
  420 170	1
  421 299	1
  424 11	1
  424 292	1
  424 312	1
  425 80	1
  426 41	1
  426 51	1
  426 237	1
  426 266	1
  427 62	1
  427 77	1
  427 81	2
  427 180	1
  427 182	1
  427 246	1
  427 277	1
  427 292	2
  428 130	1
  428 246	1
  428 263	1
  428 274	1
  431 205	1
  432 229	1
  432 231	1
  432 270	1
  433 62	1
  433 238	1
  433 328	1
  434 36	1
  434 57	1
  434 62	1
  434 88	1
  434 195	1
  434 238	1
  434 327	1
  435 21	1
  437 298	1
  439 44	1
  439 188	1
  439 246	1
  439 292	1
  440 13	1
  440 208	1
  441 266	1
  447 214	1
  451 146	1
  452 120	1
  452 189	1
  452 213	1
  452 221	1
  452 300	1
  452 302	1
  452 315	1
  454 90	1
  455 25	1
  455 344	1
  458 94	1
  458 200	1
  458 206	1
  458 219	1
  458 232	1
  458 256	1
  458 334	1
  458 354	1
  459 35	2
  460 62	1
  461 219	1
  467 116	1
  467 172	1
  468 3	1
  468 23	1
  468 143	1
  468 158	1
  468 167	1
  468 193	2
  470 62	1
  470 77	1
  471 139	1
  474 258	1
  477 206	1
  477 268	1
  478 101	1
  478 125	1
  480 91	1
  480 183	1
  480 197	1
  480 271	1
  481 11	1
  481 292	1
  484 29	1
  484 250	1
  484 293	1
  485 28	1
  485 133	1
  486 77	1
  486 263	1
  489 314	1
  490 192	1
  492 127	1
  493 58	1
  493 186	1
  495 208	1
  496 94	1
  496 152	1
  498 126	1
  498 168	1
  498 219	1
  499 40	1
  499 62	1
  499 83	1
  499 144	1
  499 166	1
  499 226	1
  503 165	1
  504 194	1
  504 241	1
  506 219	1
  508 91	1
  508 118	1
  508 228	1
  508 271	1
  508 303	1
  508 304	1
  511 118	1
  511 140	1
  511 273	1
  512 205	1
  516 183	1
  516 204	1
  516 227	1
  516 252	1
  516 280	1
  517 44	1
  517 57	1
  517 63	1
  517 80	1
  517 317	1
  518 0	1
  518 108	1
  518 147	1
  518 173	1
  518 291	1
  519 234	1
  521 205	1
  524 83	1
  524 246	1
  524 307	1
  525 199	1
  526 34	1
  527 234	1
  529 21	3
  529 175	1
  530 220	1
  530 230	1
  534 272	1
  535 260	1
  541 141	1
  541 347	1
  542 343	1
  543 77	1
  543 180	1
  543 246	1
  543 263	1
  543 269	1
  546 50	1
  546 172	1
  546 333	1
  546 338	1
  548 328	1
  550 97	1
  550 278	1
  550 301	1
  551 6	1
  551 14	1
  551 277	1
  551 352	1
  552 142	1
  552 251	1
  552 303	1
  553 258	1
  554 315	1
  557 314	1
  559 57	1
  559 79	1
  559 246	1
  560 141	1
  561 55	1
  561 115	1
  561 131	1
  563 221	1
  563 353	1
  567 280	1
  569 0	1
  569 60	1
  569 321	1
  569 348	1
  570 3	1
  570 125	1
  570 155	1
  570 185	1
  570 340	1
  571 179	1
  575 52	1
  575 54	1
  575 77	1
  575 190	1
  575 246	2
  575 269	1
  575 332	1
  577 22	1
  577 112	1
  577 164	1
  578 93	1
  578 172	1
  579 226	1
  579 246	1
  580 304	1
  581 23	1
  581 24	1
  582 8	1
  582 104	1
  582 117	1
  582 183	1
  582 221	1
  582 276	1
  583 199	1
  583 280	1
  584 127	1
