0	2000	14
0	9336	13
0	2476	17
0	4651	12
0	920	11
0	5908	18
0	2406	12
0	4348	15
0	4582	14
0	3115	18
0	4624	17
0	3326	14
0	8350	18
0	2464	16
0	9049	16
1	1735	15
1	4995	11
1	9199	15
1	7261	19
1	424	17
1	443	12
1	8237	12
1	1840	17
1	263	10
1	2518	14
1	1295	13
1	5606	14
1	6785	13
1	6017	10
1	6699	10
2	8519	16
2	127	11
2	6994	15
2	3932	18
2	1395	17
2	7034	11
2	9159	17
2	1506	10
2	6192	13
2	4833	17
2	3119	13
2	8192	19
2	9771	19
2	1199	14
2	249	10
3	7041	18
3	3549	10
3	8781	10
3	6472	10
3	2490	13
3	994	17
3	6237	12
3	369	17
3	6839	11
3	1786	17
3	2421	12
3	3390	17
3	7722	12
3	6552	10
3	9201	11
4	4873	18
4	3670	17
4	1648	13
4	7762	19
4	8056	12
4	9992	13
4	2032	16
4	6524	17
4	3652	15
4	8008	10
4	7364	12
4	2477	19
4	8756	19
4	13	13
4	2403	17
5	9492	18
5	5226	12
5	711	18
5	4703	14
5	5040	12
5	8212	16
5	4128	15
5	2743	10
5	5696	15
5	1995	18
5	1165	16
5	6672	17
5	8479	10
5	4085	14
5	3116	18
6	1128	10
6	3853	10
6	6424	13
6	549	14
6	7408	14
6	1495	14
6	3006	12
6	5419	17
6	1561	15
6	7333	13
6	1856	13
6	9139	15
6	6140	13
6	7770	19
6	1802	15
7	9446	17
7	8680	18
7	7151	15
7	2770	10
7	9950	18
7	9500	15
7	6662	18
7	6296	17
7	4694	19
7	6711	13
7	5757	10
7	8081	16
7	8334	15
7	5199	18
7	3216	10
8	7025	14
8	650	11
8	7458	13
8	1756	19
8	8391	17
8	4637	11
8	4707	16
8	2131	13
8	7945	17
8	1808	10
8	9036	17
8	4560	17
8	3440	17
8	3627	17
8	9339	18
9	9207	14
9	1332	16
9	669	14
9	7663	17
9	6479	11
9	2753	15
9	9684	16
9	8651	10
9	9567	14
9	5284	16
9	2685	13
9	3284	15
9	5440	17
9	4694	14
9	1827	12
10	5216	16
10	1640	15
10	9870	12
10	2145	15
10	8563	14
10	4142	14
10	630	15
10	731	14
10	445	15
10	522	12
10	5783	16
10	2513	18
10	3891	17
10	6640	18
10	8018	13
11	9431	10
11	9498	17
11	8603	12
11	5455	15
11	2499	13
11	3003	15
11	2460	11
11	4175	12
11	960	15
11	692	18
11	191	18
11	1957	19
11	321	13
11	9390	16
11	8374	11
12	9177	19
12	1538	11
12	108	14
12	1355	16
12	5347	18
12	7527	13
12	7524	19
12	4642	17
12	6994	11
12	1360	16
12	8331	11
12	5965	16
12	2569	19
12	8969	15
12	8807	19
13	2828	18
13	5448	19
13	1909	16
13	1052	11
13	1153	14
13	812	13
13	2129	12
13	4197	17
13	2062	16
13	2074	16
13	3053	10
13	1340	10
13	3466	18
13	8518	11
13	2506	10
14	7622	19
14	9726	14
14	3856	13
14	3411	14
14	4519	13
14	6584	19
14	6621	17
14	2249	19
14	1874	14
14	7718	17
14	2034	19
14	6181	16
14	9676	13
14	292	11
14	6382	15
15	8593	11
15	7510	13
15	634	15
15	4513	17
15	2403	10
15	6266	11
15	4574	14
15	2885	14
15	5331	13
15	1517	17
15	3455	12
15	7571	14
15	7268	17
15	6483	17
15	5400	14
16	6299	17
16	9161	13
16	656	11
16	6036	18
16	2710	13
16	9756	14
16	1028	16
16	8798	18
16	8155	13
16	5402	10
16	5394	15
16	2768	17
16	8228	16
16	9866	12
16	1256	18
17	5100	11
17	2591	14
17	2522	14
17	7298	17
17	8697	11
17	6307	13
17	1463	12
17	392	18
17	4181	16
17	4296	12
17	957	13
17	4633	19
17	3970	18
17	4996	18
17	7626	19
18	3975	14
18	1129	19
18	8216	18
18	6357	13
18	2567	19
18	8479	19
18	4067	16
18	4800	19
18	351	12
18	669	15
18	9532	17
18	732	19
18	4200	18
18	1824	10
18	2553	19
19	6694	16
19	4959	10
19	6754	14
19	4774	13
19	3517	10
19	1549	19
19	4933	13
19	8542	18
19	5284	14
19	136	14
19	5207	16
19	194	16
19	9266	13
19	3184	17
19	1429	18
20	6374	14
20	2824	15
20	9335	19
20	6715	11
20	4756	19
20	2982	19
20	1708	12
20	9031	11
20	9167	13
20	7683	11
20	4743	18
20	108	10
20	5761	10
20	2879	11
20	1854	10
21	2035	11
21	1306	10
21	5430	19
21	1773	13
21	5193	18
21	4679	13
21	1127	14
21	5826	11
21	702	19
21	2152	15
21	12	17
21	810	13
21	8860	17
21	10	11
21	4908	14
22	7932	19
22	9668	13
22	1507	11
22	590	14
22	2637	17
22	8669	10
22	9176	18
22	9343	13
22	6263	11
22	5988	11
22	3740	17
22	6399	18
22	9613	13
22	6085	15
22	6479	11
23	753	10
23	3123	18
23	2756	11
23	6842	18
23	4921	13
23	3158	13
23	8502	14
23	9791	16
23	3376	15
23	4521	15
23	5636	19
23	4627	17
23	1602	19
23	5115	15
23	722	15
24	4798	19
24	1295	14
24	9821	16
24	4932	17
24	1826	14
24	2007	19
24	510	16
24	3508	13
24	7559	18
24	5739	17
24	2658	18
24	5583	19
24	7252	18
24	1864	10
24	4185	17
25	1716	12
25	511	17
25	7421	18
25	3458	19
25	1008	13
25	848	13
25	3402	15
25	5985	14
25	2565	16
25	5047	16
25	4588	15
25	2149	15
25	6107	14
25	7989	16
25	4596	10
26	449	17
26	528	12
26	1043	17
26	1275	10
26	678	10
26	8434	13
26	7319	15
26	5443	16
26	3041	12
26	3680	16
26	9650	14
26	4757	10
26	6118	11
26	6524	16
26	1205	16
27	8541	10
27	4188	13
27	7983	17
27	7351	14
27	7274	18
27	4151	11
27	3915	11
27	7313	16
27	4810	18
27	6770	12
27	6524	10
27	2265	17
27	4210	15
27	2662	17
27	4937	19
28	7495	10
28	1407	16
28	1914	14
28	9303	18
28	9702	14
28	3799	15
28	903	15
28	1338	18
28	8190	18
28	524	15
28	8756	17
28	4028	18
28	547	10
28	8121	13
28	6647	10
29	7555	16
29	2794	19
29	117	17
29	5858	11
29	9867	18
29	651	18
29	8702	17
29	6917	17
29	1217	12
29	5825	16
29	673	12
29	2340	17
29	6575	12
29	8741	16
29	161	14
30	6430	12
30	5841	11
30	9728	10
30	2653	17
30	2884	18
30	6187	16
30	8078	11
30	1684	10
30	6620	11
30	277	16
30	7857	18
30	7840	16
30	9778	13
30	4248	16
30	7710	16
31	4474	10
31	4980	17
31	9024	16
31	9706	18
31	2372	14
31	6469	15
31	5979	14
31	5102	16
31	1479	14
31	5024	11
31	4231	17
31	3262	15
31	7604	14
31	6619	17
31	8942	10
32	937	10
32	4374	19
32	7784	10
32	6989	17
32	9183	16
32	4006	13
32	9795	16
32	2456	16
32	6842	19
32	2141	15
32	2510	16
32	7798	11
32	6138	13
32	6457	12
32	9302	15
33	1015	13
33	4330	14
33	8380	15
33	8050	11
33	4907	14
33	2365	10
33	9862	19
33	5343	11
33	8324	10
33	7000	19
33	5668	11
33	8303	11
33	9951	13
33	6619	12
33	4402	19
34	7846	17
34	5894	10
34	738	12
34	5860	13
34	5007	13
34	5868	15
34	1316	16
34	2345	11
34	2919	11
34	3647	16
34	6537	15
34	6991	19
34	4229	13
34	5683	13
34	4449	18
35	3587	14
35	1417	15
35	2568	17
35	4223	10
35	6357	13
35	2654	16
35	5268	13
35	1672	16
35	1790	10
35	3358	12
35	6993	18
35	1164	10
35	5971	17
35	8356	10
35	825	11
36	5446	13
36	4090	15
36	7874	19
36	4836	16
36	808	15
36	1667	10
36	3965	12
36	5378	13
36	4834	15
36	8228	15
36	9421	13
36	3679	16
36	3772	15
36	8277	16
36	4932	12
37	3826	15
37	7406	14
37	8430	13
37	5984	11
37	430	13
37	8065	18
37	231	14
37	3812	11
37	5043	17
37	394	10
37	2548	10
37	2549	15
37	467	14
37	6934	18
37	3986	17
38	1717	14
38	478	17
38	1408	19
38	527	11
38	6393	16
38	5409	18
38	1501	14
38	7612	14
38	398	11
38	4192	13
38	417	11
38	115	13
38	6488	15
38	2014	19
38	4460	17
39	6760	10
39	8976	14
39	2294	18
39	1515	15
39	4050	13
39	892	13
39	9012	16
39	239	13
39	7827	16
39	8590	15
39	1229	11
39	719	13
39	9637	15
39	5669	13
39	4802	18
40	8879	16
40	6161	19
40	5657	16
40	2357	12
40	7601	18
40	6965	17
40	1301	13
40	7771	13
40	6818	12
40	8005	14
