2	0	11
2	1	18
3	2	18
3	1	18
4	1	14
4	0	13
5	1	17
5	2	13
6	3	16
6	2	16
7	1	17
7	2	15
8	2	17
8	3	12
9	5	18
9	8	10
10	9	15
10	0	11
11	6	10
11	5	10
12	1	18
12	4	11
13	8	13
13	3	15
14	5	14
14	8	16
15	14	18
15	5	18
17	3	17
17	13	16
16	6	18
16	8	19
19	5	12
19	9	14
18	4	13
18	9	16
21	6	14
21	3	10
20	1	18
20	12	13
23	0	12
23	17	11
22	13	18
22	3	17
25	0	10
25	6	12
24	13	10
24	12	11
27	2	14
27	15	14
26	22	14
26	3	17
29	8	10
29	3	13
28	27	19
28	26	19
31	25	17
31	5	17
30	20	12
30	18	11
34	0	16
34	1	12
35	8	19
35	1	14
32	29	17
32	2	18
33	25	16
33	26	19
38	28	12
38	24	16
39	38	10
39	20	12
36	6	19
36	34	19
37	39	19
37	30	13
42	7	13
42	37	11
43	10	14
43	28	12
40	31	19
40	24	18
41	21	11
41	43	19
46	15	15
46	32	12
47	35	19
47	1	12
44	12	18
44	29	11
45	30	17
45	6	14
51	32	15
51	15	10
50	41	17
50	27	13
49	47	12
49	9	14
48	50	15
48	49	12
55	27	10
55	15	16
54	39	17
54	9	17
53	48	15
53	49	17
52	51	12
52	27	13
59	29	14
59	45	11
58	37	15
58	47	16
57	1	10
57	12	10
56	35	11
56	9	15
63	58	15
63	31	12
62	35	15
62	47	10
61	47	15
61	44	11
60	35	16
60	59	16
68	14	11
68	45	14
69	22	13
69	29	12
70	23	19
70	18	14
71	62	19
71	14	15
64	18	13
64	62	17
65	52	15
65	33	14
66	18	17
66	3	13
67	35	18
67	20	13
76	52	10
76	11	19
77	9	14
77	49	15
78	9	10
78	41	14
79	1	16
79	28	18
72	55	18
72	18	11
73	55	15
73	79	16
74	24	19
74	18	12
75	29	16
75	14	14
85	20	18
85	70	15
84	45	10
84	16	15
87	34	10
87	30	19
86	25	11
86	56	15
81	28	12
81	42	12
80	3	19
80	21	10
83	12	16
83	5	16
82	54	15
82	43	16
93	20	10
93	57	12
92	33	10
92	43	16
95	76	12
95	12	13
94	0	16
94	79	15
89	66	14
89	85	17
88	1	17
88	44	10
91	93	17
91	33	17
90	16	16
90	33	13
102	34	15
102	25	14
103	39	11
103	94	19
100	73	11
100	92	16
101	43	10
101	62	15
98	48	18
98	62	12
99	72	13
99	12	16
96	46	19
96	7	16
97	98	16
97	49	16
110	83	12
110	22	10
111	74	17
111	100	14
108	69	11
108	48	16
109	95	19
109	71	13
106	1	15
106	9	17
107	16	19
107	12	14
104	67	11
104	3	19
105	86	16
105	72	19
119	101	19
119	106	19
118	56	19
118	108	16
117	16	17
117	84	12
116	46	10
116	101	11
115	31	11
115	28	17
114	102	11
114	116	19
113	31	19
113	69	17
112	3	15
112	82	13
127	108	18
127	71	14
126	0	16
126	79	18
125	112	16
125	64	15
124	110	10
124	23	11
123	66	16
123	23	11
122	110	13
122	17	16
121	12	16
121	102	18
120	63	14
120	14	19
137	65	13
137	86	18
136	42	13
136	3	14
139	20	14
139	43	15
138	127	16
138	12	17
141	39	10
141	123	16
140	105	15
140	22	17
143	115	17
143	23	14
142	95	11
142	59	12
129	60	16
129	79	15
128	20	18
128	115	10
131	10	12
131	54	10
130	2	14
130	108	12
133	71	15
133	126	13
132	22	13
132	12	14
135	23	10
135	120	15
134	95	11
134	98	13
152	126	18
152	110	15
153	61	19
153	3	12
154	35	15
154	79	17
155	55	11
155	68	13
156	63	17
156	129	11
157	56	14
157	40	15
158	6	11
158	114	12
159	30	12
159	153	14
144	5	17
144	152	17
145	112	12
145	20	10
146	42	12
146	14	14
147	60	12
147	111	13
148	94	11
148	147	16
149	47	18
149	61	16
150	3	15
150	54	14
151	27	15
151	26	14
171	4	12
171	79	18
170	117	16
170	80	15
169	2	11
169	90	10
168	67	14
168	43	10
175	46	13
175	96	19
174	96	10
174	152	18
173	49	11
173	19	14
172	120	10
172	124	10
163	50	13
163	153	14
162	157	13
162	45	17
161	58	17
161	30	19
160	158	14
160	50	19
167	172	11
167	113	18
166	82	15
166	78	18
165	32	14
165	137	10
164	32	11
164	157	10
186	99	14
186	69	15
187	32	10
187	11	12
184	11	11
184	37	12
185	100	14
185	106	19
190	99	14
190	98	10
191	63	15
191	85	12
188	165	13
188	86	14
189	1	18
189	161	17
178	60	18
178	122	17
179	118	11
179	14	15
176	109	18
176	74	14
177	136	19
177	187	13
182	167	11
182	132	19
183	13	15
183	9	12
180	116	18
180	159	14
181	152	13
181	0	15
205	101	16
205	151	11
204	82	13
204	139	10
207	78	18
207	177	10
206	118	18
206	78	12
201	48	13
201	79	15
200	32	10
200	127	14
203	160	12
203	64	13
202	74	19
202	180	11
197	94	19
197	68	10
196	49	14
196	138	19
199	205	18
199	143	15
198	63	17
198	164	18
193	139	11
193	185	14
192	146	19
192	70	19
195	98	19
195	152	11
194	63	14
194	83	16
220	66	18
220	137	14
221	19	18
221	129	11
222	182	12
222	138	10
223	63	18
223	49	17
216	109	11
216	190	18
217	221	11
217	119	16
218	67	19
218	146	19
219	58	16
219	221	10
212	121	11
212	156	17
213	145	18
213	2	12
214	150	17
214	87	18
215	77	12
215	88	15
208	123	14
208	24	19
209	151	12
209	137	19
210	124	10
210	41	11
211	127	13
211	192	10
239	185	19
239	90	13
238	85	16
238	0	14
237	135	11
237	121	19
236	47	14
236	181	12
235	112	12
235	203	15
234	170	14
234	137	18
233	238	10
233	222	16
232	43	18
232	82	13
231	169	19
231	134	11
230	35	13
230	112	17
229	209	15
229	154	18
228	204	16
228	28	17
227	99	13
227	223	18
226	192	13
226	236	15
225	234	18
225	60	18
224	143	13
224	121	17
254	131	19
254	56	18
255	154	19
255	19	16
252	226	13
252	78	19
253	79	19
253	192	16
250	71	15
250	116	16
251	213	17
251	96	17
248	72	14
248	117	13
249	222	17
249	109	10
246	73	14
246	225	13
247	206	15
247	72	11
244	121	12
244	45	16
245	28	15
245	160	17
242	252	12
242	0	12
243	144	16
243	162	12
240	66	18
240	156	17
241	31	14
241	177	12
275	134	15
275	217	19
274	89	16
274	158	13
273	3	17
273	101	10
272	129	14
272	214	17
279	99	17
279	180	17
278	167	15
278	53	10
277	138	13
277	39	11
276	210	11
276	156	11
283	21	13
283	78	12
282	168	15
282	176	14
281	172	14
281	1	16
280	222	17
280	0	16
287	116	16
287	92	17
286	96	15
286	117	16
285	283	14
285	16	14
284	146	12
284	28	12
258	23	13
258	241	16
259	27	10
259	167	10
256	136	14
256	283	16
257	48	15
257	254	12
262	163	15
262	244	11
263	59	19
263	158	12
260	178	17
260	60	12
261	218	16
261	121	17
266	49	17
266	96	15
267	45	12
267	147	16
264	88	19
264	183	18
265	92	17
265	24	10
270	200	19
270	238	12
271	254	17
271	115	17
268	27	11
268	102	19
269	234	11
269	246	14
305	136	14
305	222	16
304	22	14
304	207	19
307	201	12
307	251	17
306	266	11
306	267	14
309	278	17
309	222	16
308	126	15
308	29	17
311	17	17
311	29	17
310	112	10
310	23	15
313	215	19
313	134	17
312	237	18
312	181	17
315	82	18
315	18	16
314	65	10
314	87	18
317	88	13
317	170	11
316	144	14
316	262	13
319	90	13
319	217	18
318	8	15
318	125	16
288	146	14
288	172	13
289	222	16
289	84	18
290	216	12
290	104	11
291	134	13
291	95	15
292	117	10
292	282	10
293	222	14
293	160	12
294	76	18
294	280	13
295	165	17
295	170	13
296	181	10
296	57	11
297	170	10
297	224	13
298	289	17
298	81	17
299	285	11
299	135	12
300	304	19
300	52	17
301	203	15
301	298	11
302	110	10
302	225	11
303	92	15
303	275	10
343	135	18
343	8	18
342	343	13
342	105	12
341	45	17
341	54	18
340	285	13
340	23	13
339	220	17
339	99	10
338	128	11
338	106	15
337	59	19
337	43	18
336	319	15
336	41	16
351	21	13
351	61	15
350	312	11
350	231	15
349	197	19
349	151	11
348	284	16
348	98	16
347	222	12
347	192	17
346	99	12
346	37	10
345	80	15
345	169	12
344	255	10
344	110	17
326	15	17
326	203	12
327	135	19
327	319	11
324	16	10
324	41	12
325	213	17
325	318	11
322	122	19
322	101	14
323	116	14
323	343	10
320	11	14
320	255	15
321	15	12
321	73	18
334	6	12
334	144	12
335	39	18
335	144	19
332	115	13
332	262	19
333	286	12
333	106	19
330	121	13
330	269	16
331	188	18
331	234	13
328	80	14
328	136	18
329	32	14
329	156	15
373	326	18
373	224	12
372	68	11
372	111	10
375	29	11
375	139	16
374	193	10
374	256	14
369	145	17
369	23	14
368	268	10
368	193	10
371	337	15
371	149	19
370	314	13
370	149	11
381	3	16
381	192	12
380	327	11
380	30	18
383	349	15
383	239	11
382	92	19
382	251	12
377	230	12
377	34	10
376	324	18
376	291	17
379	247	17
379	76	12
378	107	13
378	6	17
356	101	17
356	183	14
357	17	14
357	322	17
358	39	16
358	188	17
359	126	12
359	290	17
352	51	12
352	157	11
353	4	14
353	223	10
354	107	10
354	124	15
