  0 171	1
  0 197	2
  0 394	2
  0 555	1
  0 748	1
  0 858	1
  0 865	1
  1 197	1
  1 213	1
  1 214	1
  1 302	1
  1 342	1
  1 370	1
  1 381	1
  1 394	1
  1 560	2
  1 687	1
  1 771	1
  1 787	1
  1 800	1
  1 806	1
  1 820	1
  2 58	1
  2 194	1
  2 197	1
  2 212	1
  2 394	1
  3 816	1
  4 212	1
  4 701	1
  5 91	1
  5 92	1
  5 119	1
  5 194	1
  5 197	1
  5 212	1
  5 244	1
  5 394	1
  5 527	1
  5 554	1
  5 735	1
  6 197	2
  6 202	1
  6 394	2
  6 823	1
  6 854	1
  7 51	1
  7 70	1
  7 100	1
  7 135	1
  7 197	1
  7 274	1
  7 378	1
  7 394	1
  7 402	1
  7 480	2
  7 492	2
  7 559	2
  7 628	1
  8 11	1
  8 197	1
  8 218	1
  8 394	1
  8 615	1
  9 99	1
  9 197	1
  9 382	1
  9 394	1
  9 461	1
  9 533	1
  9 621	1
  9 701	1
  9 720	1
  9 819	1
  10 11	1
  10 218	1
  10 806	1
  10 865	1
  11 2	1
  11 11	1
  11 16	1
  11 44	1
  11 197	1
  11 218	1
  11 394	1
  11 823	1
  11 855	1
  12 197	1
  12 298	1
  12 394	1
  12 473	1
  12 507	1
  12 724	1
  12 826	1
  13 197	1
  13 354	1
  13 394	1
  13 483	1
  13 819	1
  13 889	1
  13 924	1
  14 197	1
  14 394	1
  14 506	1
  14 602	1
  14 817	1
  14 831	1
  15 58	1
  15 125	1
  15 212	1
  15 349	1
  15 358	1
  15 584	1
  15 653	1
  15 748	1
  15 928	1
  16 212	1
  16 222	1
  16 393	1
  16 538	1
  16 546	1
  16 616	1
  16 630	1
  16 928	1
  17 197	1
  17 303	1
  17 327	1
  17 394	1
  17 420	1
  17 613	1
  18 297	1
  18 299	1
  18 469	1
  18 618	1
  19 95	1
  19 181	1
  19 197	1
  19 301	1
  19 323	1
  19 394	1
  19 447	1
  19 580	1
  19 614	1
  20 82	1
  20 212	1
  20 234	2
  20 371	1
  20 584	1
  20 586	1
  20 716	1
  20 922	1
  21 137	1
  21 701	1
  21 806	1
  22 586	1
  22 701	1
  23 197	1
  23 394	1
  24 150	1
  24 197	2
  24 212	1
  24 394	2
  24 517	1
  24 630	1
  24 714	1
  24 891	1
  25 212	1
  25 303	1
  25 486	1
  25 701	1
  25 811	1
  25 928	1
  26 488	1
  26 491	1
  27 186	1
  27 197	1
  27 303	1
  27 327	1
  27 394	1
  27 420	1
  27 613	1
  28 109	1
  28 197	1
  28 280	1
  28 394	1
  28 409	1
  28 471	1
  28 525	1
  28 533	1
  29 781	1
  30 11	1
  30 176	1
  30 197	1
  30 213	1
  30 218	1
  30 245	1
  30 394	1
  30 419	1
  30 832	1
  30 846	2
  30 867	1
  30 905	1
  31 104	1
  31 108	1
  31 157	1
  31 174	1
  31 318	1
  31 507	1
  31 572	1
  31 789	1
  32 3	1
  32 79	1
  32 197	1
  32 213	1
  32 236	1
  32 326	1
  32 394	1
  32 691	1
  32 762	1
  32 878	2
  33 62	1
  33 79	1
  33 197	1
  33 213	2
  33 219	1
  33 393	1
  33 394	1
  33 597	1
  33 599	1
  33 610	1
  33 759	1
  33 806	1
  33 836	1
  34 559	1
  35 789	1
  37 158	1
  37 197	1
  37 212	1
  37 311	2
  37 394	1
  37 406	1
  37 430	1
  37 549	1
  37 562	1
  37 564	1
  37 667	1
  37 717	1
  37 800	1
  37 872	1
  38 587	1
  38 726	1
  39 2	1
  39 11	1
  39 16	1
  39 44	1
  39 197	1
  39 218	1
  39 394	1
  39 823	1
  39 855	1
  40 158	1
  40 197	1
  40 212	1
  40 311	1
  40 394	1
  40 406	1
  40 422	1
  40 430	1
  40 549	1
  40 562	1
  40 564	1
  40 667	1
  40 717	1
  40 800	1
  40 872	1
  41 197	1
  41 378	1
  41 394	1
  41 559	1
  41 701	1
  41 885	1
  42 162	1
  42 181	2
  42 197	2
  42 213	1
  42 394	2
  42 806	1
  43 396	1
  43 540	1
  43 789	1
  43 815	1
  44 60	1
  44 146	2
  44 212	1
  44 218	1
  44 408	1
  44 429	1
  44 473	1
  44 716	1
  45 125	1
  45 197	1
  45 252	1
  45 256	1
  45 394	1
  45 457	1
  45 572	1
  45 647	2
  45 890	1
  46 256	1
  46 347	1
  46 860	1
  47 75	1
  47 197	1
  47 394	1
  47 572	1
  47 659	1
  47 710	1
  48 144	1
  48 218	1
  48 367	1
  48 371	1
  48 573	1
  48 872	1
  49 197	1
  49 391	1
  49 394	1
  49 553	3
  49 616	1
  50 231	1
  51 127	1
  51 197	1
  51 213	1
  51 391	1
  51 394	1
  51 402	1
  51 433	1
  51 878	1
  52 11	1
  52 176	1
  52 197	1
  52 218	1
  52 237	1
  52 394	1
  52 562	2
  52 688	1
  52 871	1
  53 11	1
  53 218	1
  53 314	1
  53 348	1
  53 443	1
  53 885	1
  55 212	1
  55 232	1
  55 541	1
  55 872	1
  55 928	1
  56 197	1
  56 394	1
  56 411	1
  56 507	1
  56 654	1
  56 806	1
  56 865	1
  57 11	1
  57 50	1
  57 71	1
  57 76	1
  57 197	1
  57 218	1
  57 243	1
  57 265	1
  57 270	1
  57 307	1
  57 394	1
  58 158	1
  58 197	1
  58 212	1
  58 311	1
  58 394	1
  58 406	1
  58 430	1
  58 549	1
  58 562	1
  58 564	1
  58 667	1
  58 709	1
  58 717	1
  58 800	1
  58 872	1
  59 48	1
  59 176	1
  59 197	1
  59 213	1
  59 237	1
  59 394	1
  59 562	1
  59 586	1
  59 688	1
  59 766	1
  60 197	1
  60 377	1
  60 394	1
  60 611	1
  60 666	1
  60 794	1
  60 901	1
  61 24	1
  61 197	1
  61 213	1
  61 248	1
  61 394	1
  61 460	1
  61 888	1
  62 197	1
  62 342	1
  62 354	1
  62 369	1
  62 394	1
  62 642	1
  62 675	2
  62 753	1
  62 811	1
  62 891	1
  62 903	1
  62 913	1
  63 158	1
  63 197	1
  63 212	1
  63 311	1
  63 394	1
  63 406	1
  63 430	1
  63 549	1
  63 562	1
  63 564	1
  63 667	1
  63 717	1
  63 800	1
  63 872	1
  64 875	1
  65 49	1
  65 66	1
  65 94	1
  65 213	1
  65 586	1
  65 624	1
  65 806	1
  65 836	1
  66 11	1
  66 127	1
  66 197	1
  66 218	1
  66 318	1
  66 391	1
  66 394	1
  66 616	1
  67 0	1
  67 86	1
  67 201	1
  67 600	1
  67 733	1
  67 854	1
  67 880	1
  68 185	1
  68 197	1
  68 213	1
  68 232	1
  68 394	1
  68 451	1
  68 564	1
  68 867	1
  69 197	1
  69 296	1
  69 362	1
  69 394	1
  69 429	1
  69 814	1
  69 872	1
  70 158	1
  70 197	1
  70 212	1
  70 311	1
  70 394	1
  70 406	1
  70 430	1
  70 562	1
  70 564	1
  70 667	1
  70 717	1
  70 800	1
